Utilization Type	State	Labeler Code	Product Code	Package Size	Year	Quarter	NDC	Product Name	Units 	Prescriptions	Total Amount
MCOU	NY	603	2337	21	2018	1	603233721	APAP/CODEI			
FFSU	NY	51672	2085	8	2018	1	51672208508	LORATADINE	"5,130"	31	363.91
MCOU	NY	409	2344	2	2018	1	409234402	DOBUTAMINE	0.65	13	"5,211.35"
MCOU	NY	62037	999	5	2018	1	62037099905	POTASSIUM	"12,210"	287	"2,938.23"
MCOU	NY	591	790	1	2018	1	591079001	METHYLPRED	"3,078"	72	"1,987.92"
MCOU	NY	76045	8	10	2018	1	76045000810	MORPHINE S	21	21	"17,570.21"
MCOU	NY	49884	701	55	2018	1	49884070155	CLOMIPHENE	381	19	800.28
MCOU	NY	536	1131	13	2018	1	536113113	ESOMEPRAZO	"38,927"	"1,065"	"16,065.91"
FFSU	NY	469	617	73	2018	1	469061773	PROGRAF 1M	"9,420"	61	"44,282.89"
MCOU	NY	43975	254	5	2018	1	43975025405	TEMOZOLOMI			
MCOU	NY	603	26	32	2018	1	603002632	ASPIRIN LO	"1,148,116"	"37,672"	"19,083.54"
MCOU	NY	49348	191	7	2018	1	49348019107	VR CHILD'S	"2,155"	73	51.86
MCOU	NY	50474	596	40	2018	1	50474059640	KEPPRA 750	"15,423"	156	"161,351.28"
MCOU	NY	24385	598	71	2018	1	24385059871	NICOTINE G	"2,700"	30	624.8
MCOU	NY	55111	249	1	2018	1	55111024901	QUETIAPINE	"1,461"	40	246.68
FFSU	NY	228	1638	3	2018	1	228163803	LAMOTRIGIN	"1,124"	22	"10,109.63"
MCOU	NY	33342	69	7	2018	1	33342006907	OLANZAPINE	"5,416"	174	"2,709.01"
FFSU	NY	378	8770	35	2018	1	378877035	ESTRADIOL	"1,232.50"	29	"6,078.39"
FFSU	NY	51862	156	30	2018	1	51862015630	AMIODARONE			
MCOU	NY	591	3693	19	2018	1	591369319	PALIPERIDO			
FFSU	NY	781	5937	31	2018	1	781593731	CANDESARTA			
MCOU	NY	74	6624	11	2018	1	74662411	SYNTHROID	"2,223"	73	"2,535.11"
MCOU	NY	51862	25	60	2018	1	51862002560	DOFETILIDE	"7,536"	126	"44,084.32"
MCOU	NY	23635	581	10	2018	1	23635058110	ROXICODONE			
MCOU	NY	68382	354	5	2018	1	68382035405	BUPROPION	"1,267"	43	643.23
MCOU	NY	603	2407	21	2018	1	603240721	BACLOFEN 2	"105,745"	"1,327"	"29,859.12"
MCOU	NY	603	1585	58	2018	1	603158558	PROMETHAZI	"523,239"	"2,697"	"7,701.56"
MCOU	NY	70515	628	30	2018	1	70515062830	ALTOPREV 2			
FFSU	NY	13107	60	5	2018	1	13107006005	ACETAMINOP			
MCOU	NY	45802	496	96	2018	1	45802049696	DESOXIMETA			
MCOU	NY	51991	759	33	2018	1	51991075933	LETROZOLE	"13,643"	500	"3,001.76"
FFSU	NY	409	7139	36	2018	1	409713936	STERILE WA			
MCOU	NY	60505	1325	1	2018	1	60505132501	MIDODRINE	"2,131"	41	"2,111.02"
MCOU	NY	378	480	1	2018	1	378048001	NIFEDIPINE	"5,694"	175	"1,699.64"
MCOU	NY	65162	637	9	2018	1	65162063709	PANTOPRAZO	"392,606"	"11,606"	"35,555.84"
MCOU	NY	68180	518	2	2018	1	68180051802	LISINOPRIL	"176,642"	"5,726"	"8,237.27"
MCOU	NY	378	257	1	2018	1	378025701	HALOPERIDO	"21,031"	375	"5,119.50"
MCOU	NY	310	278	10	2018	1	310027810	SEROQUEL 5	"1,710"	33	"10,747.79"
FFSU	NY	53489	552	1	2018	1	53489055201	PROPAFENON			
FFSU	NY	51672	1302	0	2018	1	51672130200	TERCONAZOL	"8,700"	435	"15,400.55"
MCOU	NY	29300	189	1	2018	1	29300018901	BISOPROLOL	"18,328"	512	"2,351.35"
FFSU	NY	69367	163	4	2018	1	69367016304	PHENAZOPYR	437	33	970.98
MCOU	NY	62011	187	1	2018	1	62011018701	HEALTH MAR			
FFSU	NY	76045	103	20	2018	1	76045010320	ONDANSETRO			
FFSU	NY	13668	14	5	2018	1	13668001405	LEVETIRACE			
MCOU	NY	10702	7	50	2018	1	10702000750	CYCLOBENZA	"528,546"	"11,065"	"23,030.42"
MCOU	NY	185	117	5	2018	1	185011705	LABETALOL	"120,724"	"1,493"	"33,350.14"
MCOU	NY	54	4603	25	2018	1	54460325	MEGESTROL			
MCOU	NY	51862	62	10	2018	1	51862006210	DIAZEPAM 2	"1,324"	35	66.21
MCOU	NY	555	831	2	2018	1	555083102	WARFARIN S	"4,784"	124	746.67
MCOU	NY	67457	582	10	2018	1	67457058210	FONDAPARIN	173.5	20	"10,867.46"
FFSU	NY	135	181	2	2018	1	135018102	TUMS ULTRA			
FFSU	NY	69097	858	5	2018	1	69097085805	FOSINOPRIL			
FFSU	NY	93	7367	56	2018	1	93736756	LOSARTAN P	"1,050"	33	216.73
MCOU	NY	68382	512	1	2018	1	68382051201	AMANTADINE	"2,148"	33	"1,905.47"
FFSU	NY	832	512	0	2018	1	832051200	BETHANECHO	"2,385"	31	"1,062.40"
MCOU	NY	51293	810	1	2018	1	51293081001	PHENAZOPYR	"7,289"	546	"10,827.26"
MCOU	NY	781	3411	95	2018	1	781341195	ANECTINE 2			
FFSU	NY	65162	514	10	2018	1	65162051410	SPIRONOLAC			
MCOU	NY	37205	314	40	2018	1	37205031440	ANTACID LI	"35,449.98"	113	269.82
FFSU	NY	68382	72	5	2018	1	68382007205	PRAVASTATI	416	14	127.74
FFSU	NY	68982	850	2	2018	1	68982085002	OCTAGAM 10			
FFSU	NY	61748	12	1	2018	1	61748001201	PYRAZINAMI			
FFSU	NY	310	279	10	2018	1	310027910	SEROQUEL 4			
FFSU	NY	904	6657	60	2018	1	904665760	BENZONATAT			
FFSU	NY	29300	115	10	2018	1	29300011510	TOPIRAMATE	"5,186"	45	327.37
MCOU	NY	62332	101	30	2018	1	62332010130	ARIPIPRAZO	"1,905"	65	"13,275.37"
FFSU	NY	17772	102	15	2018	1	17772010215	TROKENDI X			
FFSU	NY	66993	594	2	2018	1	66993059402	MIXED AMPH	"1,363"	45	"3,420.09"
FFSU	NY	406	3244	1	2018	1	406324401	HYDROMORPH	"4,287"	47	626.9
FFSU	NY	67253	900	11	2018	1	67253090011	ALPRAZOLAM	"6,654"	140	799.85
MCOU	NY	68982	840	3	2018	1	68982084003	OCTAGAM 5%			
MCOU	NY	51862	376	60	2018	1	51862037660	SORILUX .0			
MCOU	NY	16729	199	17	2018	1	16729019917	LISINOPRIL			
MCOU	NY	45802	98	51	2018	1	45802009851	MESALAMINE	"611,104"	392	"99,084.32"
MCOU	NY	591	780	5	2018	1	591078005	SUCRALFATE	"4,264"	52	795.92
MCOU	NY	57237	78	30	2018	1	57237007830	ONDANSETRO	990	64	469.28
FFSU	NY	406	8003	15	2018	1	406800315	MORPHINE S			
FFSU	NY	93	5105	56	2018	1	93510556	OLANZAPINE	"2,764"	95	"1,336.36"
MCOU	NY	16714	371	2	2018	1	16714037102	LAMOTRIGIN	"8,743"	113	573.02
FFSU	NY	781	5315	1	2018	1	781531501	ZOLPIDEM E			
MCOU	NY	51660	141	90	2018	1	51660014190	VALSARTAN	"5,408"	175	"3,609.49"
FFSU	NY	60505	578	4	2018	1	60505057804	AZELASTINE	240	40	794
FFSU	NY	135	242	5	2018	1	135024205	NICORETTE			
MCOU	NY	228	2631	11	2018	1	228263111	ISOSORBIDE	"7,550"	146	"1,217.54"
MCOU	NY	63323	320	50	2018	1	63323032050	PIPERACILL			
MCOU	NY	93	7198	1	2018	1	93719801	FLUOXETINE	"12,563"	362	"3,625.76"
FFSU	NY	135	74	24	2018	1	135007424	TUMS EXTRA			
MCOU	NY	60687	195	1	2018	1	60687019501	DILTIAZEM			
FFSU	NY	591	3694	19	2018	1	591369419	PALIPERIDO			
MCOU	NY	781	4103	15	2018	1	781410315	DRO+ETHIN+			
MCOU	NY	378	2146	1	2018	1	378214601	SPIRONOLAC	"8,779"	242	"5,178.07"
MCOU	NY	49348	119	34	2018	1	49348011934	SM CHILD P	"36,105"	205	724.83
MCOU	NY	13668	429	5	2018	1	13668042905	PANTOPRAZO	"84,147"	"2,493"	"7,085.82"
FFSU	NY	25021	402	1	2018	1	25021040201	HEPARIN SO	"7,779"	311	"11,712.20"
FFSU	NY	378	5001	93	2018	1	378500193	EXEMESTANE	750	25	"3,197.04"
FFSU	NY	62011	1	1	2018	1	62011000101	HEALTH MAR			
FFSU	NY	13668	141	30	2018	1	13668014130	CLOPIDOGRE	420	14	107.38
FFSU	NY	2	3239	30	2018	1	2323930	STRATTERA	"2,259"	71	"31,910.05"
MCOU	NY	597	153	30	2018	1	597015330	JARDIANCE	"163,599"	"5,427"	"2,460,083.53"
FFSU	NY	69367	109	3	2018	1	69367010903	BRIMONIDIN			
MCOU	NY	173	717	20	2018	1	173071720	ADVAIR HFA	"20,016"	"1,615"	"844,295.20"
FFSU	NY	63739	537	10	2018	1	63739053710	FOLIC ACID			
MCOU	NY	59746	383	6	2018	1	59746038306	TERAZOSIN	"8,340"	253	660.85
MCOU	NY	68180	105	2	2018	1	68180010502	VALSARTAN	630	21	203.58
FFSU	NY	591	2708	1	2018	1	591270801	OXYCODONE			
MCOU	NY	591	2044	54	2018	1	591204454	RISEDRONAT			
FFSU	NY	64125	131	10	2018	1	64125013110	HYDROCHLOR	457	14	84.63
FFSU	NY	93	8943	1	2018	1	93894301	ACYCLOVIR	"2,262"	52	445.08
FFSU	NY	904	6322	61	2018	1	904632261	METOPROLOL	501	21	234.1
MCOU	NY	378	731	1	2018	1	378073101	PROPRANOLO			
FFSU	NY	904	5199	65	2018	1	904519965	NATURAL FI	"220,396"	528	"4,479.19"
MCOU	NY	536	91	85	2018	1	536009185	ALUMINUM H	"12,317"	37	130.02
FFSU	NY	40085	888	0	2018	1	40085088800	CLOBETASOL			
FFSU	NY	65580	594	1	2018	1	65580059401	METADATE E			
MCOU	NY	781	1392	13	2018	1	781139213	HALOPERIDO	"1,370"	23	300.5
MCOU	NY	55111	680	2	2018	1	55111068002	FONDAPARIN	346.8	23	"37,040.48"
FFSU	NY	597	6	1	2018	1	597000601	CATAPRES(C			
MCOU	NY	33342	177	9	2018	1	33342017709	PIOGLITAZO	"15,180"	275	"21,649.22"
MCOU	NY	55111	144	30	2018	1	55111014430	FLUCONAZOL	407	46	382.45
MCOU	NY	65862	11	30	2018	1	65862001130	SERTRALINE	"99,132"	"2,992"	"10,119.95"
FFSU	NY	55111	645	5	2018	1	55111064505	OMEPRAZOLE	690	23	184.62
FFSU	NY	65162	53	3	2018	1	65162005303	CITALOPRAM			
MCOU	NY	13668	155	90	2018	1	13668015590	ESOMEPRAZO	"6,236"	207	"15,220.31"
MCOU	NY	50111	325	1	2018	1	50111032501	BETHANECHO	766	13	345.38
MCOU	NY	68001	199	0	2018	1	68001019900	BUPROPION			
MCOU	NY	42192	149	2	2018	1	42192014902	SULFACETAM			
FFSU	NY	93	264	92	2018	1	93026492	FLUOCINONI	"1,560"	22	"3,049.83"
MCOU	NY	24385	484	78	2018	1	24385048478	EXTRA STRE			
FFSU	NY	50383	286	16	2018	1	50383028616	LEVOFLOXAC			
FFSU	NY	10702	7	1	2018	1	10702000701	CYCLOBENZA			
MCOU	NY	37	113	60	2018	1	37011360	BUTISOL SO			
MCOU	NY	69097	913	2	2018	1	69097091302	OMEPRAZOLE	"8,011"	266	"94,783.24"
FFSU	NY	16714	407	3	2018	1	16714040703	LARIN 1.5/	924	36	860.79
MCOU	NY	93	9433	1	2018	1	93943301	GLYBURIDE	"19,985"	456	"2,436.95"
MCOU	NY	781	6157	46	2018	1	781615746	AMOXICILLI	"570,917"	"3,747"	"14,514.40"
FFSU	NY	71	1016	68	2018	1	71101668	LYRICA (PR	"34,410"	536	"252,340.84"
FFSU	NY	781	1452	10	2018	1	781145210	GLIPIZIDE	"21,996"	457	"2,954.05"
FFSU	NY	9	11	3	2018	1	9001103	SOLU-CORTE	143	97	"1,876.08"
FFSU	NY	781	2613	5	2018	1	781261305	AMOXICILLI	"55,223"	"2,342"	"15,342.66"
FFSU	NY	143	1270	1	2018	1	143127001	LISINOPRIL	"3,060"	81	582.14
MCOU	NY	115	1151	2	2018	1	115115102	ACARBOSE 5			
MCOU	NY	68180	659	7	2018	1	68180065907	RIFAMPIN C	"10,737"	220	"7,643.25"
FFSU	NY	49884	339	1	2018	1	49884033901	DEXMETHYLP			
FFSU	NY	60505	113	8	2018	1	60505011308	GABAPENTIN	"7,392"	103	893.93
FFSU	NY	68382	121	16	2018	1	68382012116	AMLODIPINE			
FFSU	NY	51672	1359	2	2018	1	51672135902	OXICONAZOL			
FFSU	NY	13668	222	60	2018	1	13668022260	MEMANTINE			
MCOU	NY	62037	999	1	2018	1	62037099901	POTASSIUM	"44,974"	"1,065"	"11,469.20"
FFSU	NY	51672	1259	1	2018	1	51672125901	CLOBETASOL	255	17	751.45
MCOU	NY	68180	450	1	2018	1	68180045001	QUETIAPINE	"29,159"	780	"24,552.79"
FFSU	NY	47781	263	5	2018	1	47781026305	OXYCODONE	730	15	139.28
MCOU	NY	68180	440	1	2018	1	68180044001	CEPHALEXIN	"13,767.20"	85	"1,505.73"
MCOU	NY	52652	2001	1	2018	1	52652200101	XATMEP	373	15	"5,763.40"
MCOU	NY	55111	199	90	2018	1	55111019990	SIMVASTATI	"16,425"	548	"2,143.38"
MCOU	NY	121	581	4	2018	1	121058104	HALOPERIDO	"5,130"	27	381.86
MCOU	NY	168	332	15	2018	1	168033215	FLUTICASON	"7,305"	278	"2,415.50"
MCOU	NY	69097	815	12	2018	1	69097081512	GABAPENTIN	"57,354.24"	682	"5,323.66"
MCOU	NY	60505	3877	3	2018	1	60505387703	DUTASTERID	"1,770"	59	"1,541.26"
FFSU	NY	63481	161	60	2018	1	63481016160	BELBUCA 75			
MCOU	NY	93	2026	31	2018	1	93202631	AZITHROMYC	"256,710"	"7,508"	"104,839.31"
FFSU	NY	59746	621	1	2018	1	59746062101	OXCARBAZEP			
FFSU	NY	143	9888	15	2018	1	143988815	AMOXICILLI	"8,000"	47	363.95
MCOU	NY	781	5792	20	2018	1	781579220	LEVOFLOXAC	"1,074"	143	806.87
FFSU	NY	78	569	12	2018	1	78056912	EXTAVIA  V			
MCOU	NY	61314	312	10	2018	1	61314031210	ZARXIO 480	438.9	50	"238,184.88"
MCOU	NY	31722	747	90	2018	1	31722074790	VALSARTAN	"10,154"	316	"5,525.72"
FFSU	NY	64980	303	1	2018	1	64980030301	CHLORTHALI	"7,602"	195	"6,577.33"
MCOU	NY	7	4142	20	2018	1	7414220	COREG(CARV			
MCOU	NY	57894	71	2	2018	1	57894007102	SIMPONI 10	54	45	"275,796.81"
MCOU	NY	43538	176	45	2018	1	43538017645	NEUAC GEL			
MCOU	NY	45802	351	65	2018	1	45802035165	ALOGLIPTIN	630	21	"3,287.34"
FFSU	NY	13811	680	10	2018	1	13811068010	ARIPRPRAZO			
FFSU	NY	42543	703	30	2018	1	42543070330	DONEPEZIL			
FFSU	NY	43547	352	10	2018	1	43547035210	LISINOPRIL	"2,100"	50	279.26
MCOU	NY	115	1678	1	2018	1	115167801	ALENDRONAT	"1,024"	33	178.85
MCOU	NY	603	855	94	2018	1	603085594	Q-TUSSIN D	"79,430"	566	839.28
MCOU	NY	49884	922	2	2018	1	49884092202	MERCAPTOPU			
MCOU	NY	781	7263	68	2018	1	781726368	CLINDAMY/B	109	105	"11,808.53"
MCOU	NY	65162	536	10	2018	1	65162053610	BENZONATAT	"52,976"	"1,816"	"10,366.18"
MCOU	NY	60432	466	8	2018	1	60432046608	DEXAMETHAS	"29,483.30"	"1,264"	"1,058,902.83"
MCOU	NY	16714	732	1	2018	1	16714073201	CELECOXIB	"7,032"	128	"3,943.01"
FFSU	NY	378	2073	10	2018	1	378207310	LISINOPRIL	"2,218"	68	390.49
MCOU	NY	168	201	30	2018	1	168020130	CLINDAMYCI	"11,970"	320	"7,797.11"
MCOU	NY	69097	839	5	2018	1	69097083905	QUINAPRIL	"2,069"	68	263.47
FFSU	NY	53746	271	1	2018	1	53746027101	SULFAMETHO	"2,768"	114	731.45
MCOU	NY	13668	483	1	2018	1	13668048301	MINOCYCLIN			
MCOU	NY	62559	210	81	2018	1	62559021081	NIMODIPINE			
MCOU	NY	65162	441	11	2018	1	65162044111	MECLIZINE	"24,000"	496	"2,702.39"
MCOU	NY	68308	152	60	2018	1	68308015260	NYSTATIN T	"64,971.53"	"1,108"	"41,467.12"
MCOU	NY	60505	501	5	2018	1	60505050105	IMIQUIMOD			
MCOU	NY	781	6022	52	2018	1	781602252	CLARITHROM	"2,800"	24	"2,085.07"
FFSU	NY	49884	363	1	2018	1	49884036301	DANTROLENE			
MCOU	NY	54838	125	80	2018	1	54838012580	BROTAPP LI	"112,384.50"	636	"1,975.63"
FFSU	NY	591	347	1	2018	1	591034701	HYDROCHLOR	"1,530"	48	305.03
FFSU	NY	13	2651	2	2018	1	13265102	GENETROPIN			
FFSU	NY	70121	1394	5	2018	1	70121139405	GLYCOPYRRO			
MCOU	NY	378	4561	5	2018	1	378456105	POTASSIUM	"4,446"	115	"1,212.12"
MCOU	NY	63323	623	57	2018	1	63323062357	SODIUM CHL			
MCOU	NY	904	6349	52	2018	1	904634952	RANITIDINE	"34,377"	689	"2,657.62"
MCOU	NY	42543	702	90	2018	1	42543070290	DONEPEZIL	"1,080"	35	199.13
MCOU	NY	51224	206	50	2018	1	51224020650	NALTREXONE	"7,366"	255	"5,059.84"
MCOU	NY	16714	612	1	2018	1	16714061201	SERTRALINE	"4,511"	134	520.06
FFSU	NY	591	2932	1	2018	1	591293201	CLINDAMYCI	"10,655"	371	"4,335.18"
MCOU	NY	63323	356	10	2018	1	63323035610	CASPOFUNGI			
FFSU	NY	69097	819	3	2018	1	69097081903	TOPIRAMATE			
MCOU	NY	245	272	6	2018	1	245027206	OXANDROLON			
MCOU	NY	78	241	15	2018	1	78024115	SANDIMMUNE			
FFSU	NY	168	80	31	2018	1	168008031	HYDROCORTI	"20,978.40"	700	"5,970.71"
MCOU	NY	378	3530	93	2018	1	378353093	MIRTAZAPIN	"3,530"	120	741.19
MCOU	NY	66689	47	50	2018	1	66689004750	POTASSIUM			
FFSU	NY	781	2694	44	2018	1	781269444	TEMOZOLOMI			
MCOU	NY	85	1322	1	2018	1	85132201	CLARINEX D			
MCOU	NY	574	2008	15	2018	1	574200815	NYSTOP POW	"16,358.34"	828	"9,100.76"
MCOU	NY	143	1267	10	2018	1	143126710	LISINOPRIL			
MCOU	NY	93	7543	56	2018	1	93754356	DULOXETINE	"8,581"	224	"7,727.10"
MCOU	NY	338	3508	41	2018	1	338350841	CEFAZOLIN	"5,500"	36	"119,695.51"
MCOU	NY	955	1008	10	2018	1	955100810	ENOXAPARIN	"12,088.88"	493	"318,560.40"
FFSU	NY	43547	342	6	2018	1	43547034206	RISPERIDON	"27,216"	524	"4,920.83"
MCOU	NY	65862	524	1	2018	1	65862052401	GABAPENTIN	"1,410"	16	260.49
FFSU	NY	66993	815	30	2018	1	66993081530	DOXYCYCLIN			
MCOU	NY	409	6729	23	2018	1	409672923	MAGNESIUM			
MCOU	NY	25021	122	50	2018	1	25021012250	CEFEPIME F	186.75	22	"23,894.12"
MCOU	NY	49348	861	37	2018	1	49348086137	TUSSIN DM	"21,905"	89	161.97
MCOU	NY	59762	542	2	2018	1	59762054202	GLIPIZIDE	"218,171"	"5,390"	"59,469.53"
MCOU	NY	51672	1340	4	2018	1	51672134004	BETAMETHAS	"10,380"	167	"14,080.81"
FFSU	NY	43547	361	3	2018	1	43547036103	LOSARTAN P			
MCOU	NY	57237	162	1	2018	1	57237016201	OMEPRAZOLE	"10,111"	325	"1,303.66"
FFSU	NY	904	6512	4	2018	1	904651204	ARIPIPRAZO			
MCOU	NY	536	1094	1	2018	1	536109401	NAPROXEN S			
FFSU	NY	228	3064	11	2018	1	228306411	MIXED AMPH	884	28	"2,541.23"
MCOU	NY	185	620	10	2018	1	185062010	LISINOPRIL	"126,400"	"4,030"	"6,593.32"
FFSU	NY	93	5213	1	2018	1	93521301	MOEXIPRIL-			
FFSU	NY	93	2014	12	2018	1	93201412	SUMATRIPTA			
FFSU	NY	536	4306	11	2018	1	536430611	FIBER-LAX	"32,651"	373	"3,626.84"
MCOU	NY	781	5703	1	2018	1	781570301	OXYCODONE			
MCOU	NY	93	4155	80	2018	1	93415580	AMOXICILLI	"1,303,895"	"6,723"	"29,958.04"
FFSU	NY	409	2776	23	2018	1	409277623	MILRINONE			
MCOU	NY	42043	251	67	2018	1	42043025167	CEFDINIR S	"14,375"	217	"4,509.39"
FFSU	NY	60505	249	8	2018	1	60505024908	MIRAZAPINE	"5,743.50"	231	"1,981.30"
MCOU	NY	46122	180	76	2018	1	46122018076	GNP ASPIRI	"1,360"	44	21.22
MCOU	NY	51079	651	20	2018	1	51079065120	DOXEPIN HC			
MCOU	NY	42192	150	2	2018	1	42192015002	SULFACETAM			
FFSU	NY	703	4239	1	2018	1	703423901	CARBOPLATI	"1,570"	33	"1,067.44"
MCOU	NY	55111	718	30	2018	1	55111071830	LAMOTRIGIN	"9,132"	190	"46,745.34"
FFSU	NY	59762	33	1	2018	1	59762003301	SILDENAFIL	920.345	19	443.91
FFSU	NY	63323	507	20	2018	1	63323050720	MEROPENEM			
MCOU	NY	13533	634	2	2018	1	13533063402	HYPERTET S			
FFSU	NY	61442	143	1	2018	1	61442014301	LOVASTATIN	831	17	139.08
MCOU	NY	641	6022	25	2018	1	641602225	FAMOTIDINE	174	44	34.47
FFSU	NY	65862	469	99	2018	1	65862046999	LOSARTAN H	"1,320"	42	334.16
MCOU	NY	93	3134	82	2018	1	93313482	CAMRESE (T	"19,369"	213	"27,917.57"
FFSU	NY	65162	735	9	2018	1	65162073509	FELBAMATE	"6,415"	53	"21,761.58"
MCOU	NY	64679	784	4	2018	1	64679078404	"CARBIDOPA,"			
MCOU	NY	603	2406	32	2018	1	603240632	BACLOFEN 1	"44,854"	816	"6,595.12"
FFSU	NY	68462	353	1	2018	1	68462035301	HYDROXYZIN	"8,728"	154	"1,085.04"
MCOU	NY	23	5906	23	2018	1	23590623	TRELSTAR 2			
MCOU	NY	93	294	1	2018	1	93029401	CARBIDOPA/			
MCOU	NY	6	33	30	2018	1	6003330	BELSOMRA 1	"2,744"	101	"29,109.84"
MCOU	NY	33342	74	44	2018	1	33342007444	VALSARTAN			
MCOU	NY	65162	351	9	2018	1	65162035109	SILDENAFIL	"3,169.66"	55	"7,445.29"
FFSU	NY	378	8155	77	2018	1	378815577	METHYLPHEN	540	16	"3,973.72"
MCOU	NY	51079	485	20	2018	1	51079048520	FLUPHENAZI			
FFSU	NY	378	5271	1	2018	1	378527101	ESZOPICLON			
FFSU	NY	13668	118	90	2018	1	13668011890	LOSARTAIN	"5,250"	129	"1,219.74"
MCOU	NY	47781	200	50	2018	1	47781020050	MELPHALAN			
MCOU	NY	60758	801	10	2018	1	60758080110	TIMOLOL MA	340	34	151.98
FFSU	NY	69097	898	5	2018	1	69097089805	ATORVASTAT			
MCOU	NY	703	5233	13	2018	1	703523313	DAUNORUBIC			
MCOU	NY	16729	115	5	2018	1	16729011505	MITOMYCIN			
MCOU	NY	45802	106	60	2018	1	45802010660	LORATADINE	"31,959"	968	"15,768.74"
FFSU	NY	143	1787	5	2018	1	143178705	BUTALBITAL	"3,854"	58	"1,844.70"
MCOU	NY	17772	101	15	2018	1	17772010115	TROKENDI X			
FFSU	NY	50458	609	1	2018	1	50458060901	INVEGA TRI	141.75	54	"396,794.60"
MCOU	NY	24338	130	13	2018	1	24338013013	ERYPED 400			
FFSU	NY	93	5060	1	2018	1	93506001	HYDROXYZIN	"10,258"	166	"1,404.80"
FFSU	NY	65862	664	5	2018	1	65862066405	ARIPIPRAZO	"1,785"	57	"4,049.31"
MCOU	NY	85	1341	7	2018	1	85134107	ASMANEX TW	114.21	838	"158,086.96"
FFSU	NY	63868	174	18	2018	1	63868017418	NON-ASPIRI			
MCOU	NY	70408	146	31	2018	1	70408014631	PROMETHAZI			
MCOU	NY	555	171	88	2018	1	555017188	MEFLOQUINE			
MCOU	NY	143	9939	1	2018	1	143993901	AMOXICILLI	"4,517"	189	307.84
FFSU	NY	25021	113	82	2018	1	25021011382	FLUCONAZOL			
MCOU	NY	65862	177	60	2018	1	65862017760	CEFDINIR C	"33,723"	"1,809"	"32,575.63"
MCOU	NY	574	412	7	2018	1	574041207	POLYETHYLE	"4,703,934"	"10,426"	"486,789.11"
FFSU	NY	69315	905	1	2018	1	69315090501	LORAZEPRAM	"3,570.00"	63	429.92
MCOU	NY	43598	203	51	2018	1	43598020351	AMOXICILLI			
FFSU	NY	31722	595	90	2018	1	31722059590	FENOFIBRAT	714	21	332.05
MCOU	NY	43547	256	50	2018	1	43547025650	CARVEDILOL	"30,471"	520	990.05
MCOU	NY	42806	56	5	2018	1	42806005605	AMLODIPINE	"449,388"	"14,781"	"19,508.63"
MCOU	NY	172	2407	60	2018	1	172240760	TETRACYCLI			
MCOU	NY	15127	258	16	2018	1	15127025816	S/B SLEEP			
MCOU	NY	62011	158	1	2018	1	62011015801	LOPERAMIDE	545	15	65.95
MCOU	NY	59762	4910	4	2018	1	59762491004	SERTRALINE	"12,120"	315	889.09
MCOU	NY	62332	141	31	2018	1	62332014131	CELECOXIB	"8,421"	161	"5,396.62"
FFSU	NY	23	5206	60	2018	1	23520660	ACZONE (DA	780	13	"7,643.41"
FFSU	NY	42543	98	1	2018	1	42543009801	BUTALBITAL			
MCOU	NY	52817	242	30	2018	1	52817024230	LAMOTRIGIN	"3,980"	76	"20,660.74"
FFSU	NY	47335	903	88	2018	1	47335090388	QUETIAPINE	810	18	133.35
FFSU	NY	65862	841	30	2018	1	65862084130	ENTECAVIR	"1,276"	41	"17,308.44"
MCOU	NY	17478	284	35	2018	1	17478028435	GENTAK OIN	668.5	189	"2,356.76"
MCOU	NY	65162	675	50	2018	1	65162067550	HYDROCODON			
MCOU	NY	70000	123	1	2018	1	70000012301	LDR NICOTI			
FFSU	NY	591	2521	1	2018	1	591252101	METRONIDAZ	900	27	326.78
FFSU	NY	378	5210	77	2018	1	378521077	AMLODIPINE	"3,254"	99	624.14
FFSU	NY	832	310	11	2018	1	832031011	VALPROIC A	"6,600"	47	"1,818.36"
FFSU	NY	65862	503	20	2018	1	65862050320	AMOXICILLI	"9,420"	568	"7,879.30"
MCOU	NY	69	468	56	2018	1	69046856	CHANTIX (V	"50,682"	"1,042"	"354,042.74"
MCOU	NY	54	84	25	2018	1	54008425	ZALEPLON 5	"2,092"	76	708.45
FFSU	NY	69	2650	66	2018	1	69265066	PROCARDIA			
MCOU	NY	62107	26	36	2018	1	62107002636	ASPIRIN -	"34,257"	"1,121"	860.47
MCOU	NY	409	1180	69	2018	1	409118069	DEMEROL(ME	63	62	"23,991.53"
MCOU	NY	42543	700	1	2018	1	42543070001	CARISOPROD	"28,871"	412	"3,304.28"
FFSU	NY	69543	142	11	2018	1	69543014211	LOSARTAN P			
FFSU	NY	61442	122	1	2018	1	61442012201	FAMOTIDINE	"4,064"	123	891.59
FFSU	NY	65	648	35	2018	1	65064835	TOBRADEX O	381.5	105	"23,453.40"
MCOU	NY	13668	136	5	2018	1	13668013605	ESCITALOPR	"37,560"	"1,209"	"7,332.40"
FFSU	NY	603	7521	49	2018	1	603752149	CYCLAFEM 1	"2,100"	62	"1,170.47"
FFSU	NY	16729	7	17	2018	1	16729000717	SIMVASTATI	"1,249"	43	328.11
MCOU	NY	49	530	28	2018	1	49053028	PFIZERPEN			
MCOU	NY	51672	2016	1	2018	1	51672201601	TRIPLE ANT			
MCOU	NY	68180	501	1	2018	1	68180050101	MELOXICAM	"22,046"	698	642.97
